model,metric,split,size,value
LinReg,mae,test,0.4,2.4073749718872506
LinReg,rmse,test,0.4,3.366838920950534
LinReg,mae,cross,0.4,14.948969440584065
LinReg,rmse,cross,0.4,15.696956861068337
ANN,mae,test,0.4,1.7941665649414062
ANN,rmse,test,0.4,2.921640335318389
ANN,mae,cross,0.4,2.7475547790527344
ANN,rmse,cross,0.4,4.677824420981929
IDW,mae,test,0.4,1.0448881913491732
IDW,rmse,test,0.4,2.601100285895184
IDW,mae,cross,0.4,10.578536003242903
IDW,rmse,cross,0.4,11.144701206279109
Kriging,mae,test,0.4,1.8562905048482463
Kriging,rmse,test,0.4,3.6885075556916553
Kriging,mae,cross,0.4,11.639293473476087
Kriging,rmse,cross,0.4,12.15107687905454
Ensemble,mae,test,0.4,0.9476579516080363
Ensemble,rmse,test,0.4,2.553167013495637
Ensemble,mae,cross,0.4,4.353019890323495
Ensemble,rmse,cross,0.4,6.099752460271264
LinReg,mae,test,0.5,2.352558505346444
LinReg,rmse,test,0.5,3.450946220045438
LinReg,mae,cross,0.5,18.046746529269214
LinReg,rmse,cross,0.5,18.494784031739105
ANN,mae,test,0.5,2.0223312377929688
ANN,rmse,test,0.5,3.057829987440045
ANN,mae,cross,0.5,2.3723983764648438
ANN,rmse,cross,0.5,4.368539808795981
IDW,mae,test,0.5,1.1990460036976955
IDW,rmse,test,0.5,2.779038519442179
IDW,mae,cross,0.5,10.9441546342035
IDW,rmse,cross,0.5,11.455082070615589
Kriging,mae,test,0.5,2.114624505926912
Kriging,rmse,test,0.5,4.528588462521464
Kriging,mae,cross,0.5,11.885375494073088
Kriging,rmse,cross,0.5,12.15334222418344
Ensemble,mae,test,0.5,1.242229897786892
Ensemble,rmse,test,0.5,2.6562060105413274
Ensemble,mae,cross,0.5,3.545140931030616
Ensemble,rmse,cross,0.5,5.765339573558858
LinReg,mae,test,0.1,2.069020006741539
LinReg,rmse,test,0.1,3.357025278048984
LinReg,mae,cross,0.1,16.374990953755713
LinReg,rmse,cross,0.1,17.011018407351642
ANN,mae,test,0.1,1.5381546020507812
ANN,rmse,test,0.1,2.7422891637327864
ANN,mae,cross,0.1,3.2330474853515625
ANN,rmse,cross,0.1,5.7104894007222295
IDW,mae,test,0.1,0.9708172656559384
IDW,rmse,test,0.1,2.8946207648990803
IDW,mae,cross,0.1,10.919868632414875
IDW,rmse,cross,0.1,11.430250557826978
Kriging,mae,test,0.1,1.8518148009875972
Kriging,rmse,test,0.1,3.913768774369071
Kriging,mae,cross,0.1,12.08332502247977
Kriging,rmse,cross,0.1,12.416986982848476
Ensemble,mae,test,0.1,0.788954181968478
Ensemble,rmse,test,0.1,2.7595546055337246
Ensemble,mae,cross,0.1,3.704019666234629
Ensemble,rmse,cross,0.1,5.579921091087728
LinReg,mae,test,0.2,2.2038257067697913
LinReg,rmse,test,0.2,3.583320121993278
LinReg,mae,cross,0.2,16.03943891468805
LinReg,rmse,cross,0.2,16.68510853762347
ANN,mae,test,0.2,1.8644866943359375
ANN,rmse,test,0.2,3.1251937131955114
ANN,mae,cross,0.2,2.4079742431640625
ANN,rmse,cross,0.2,4.854980311680308
IDW,mae,test,0.2,0.8998818145667826
IDW,rmse,test,0.2,2.9932417065012293
IDW,mae,cross,0.2,10.988714553019634
IDW,rmse,cross,0.2,11.485960620385251
Kriging,mae,test,0.2,1.9350929404793291
Kriging,rmse,test,0.2,4.070182986874617
Kriging,mae,cross,0.2,12.015442475314146
Kriging,rmse,cross,0.2,12.38620672278133
Ensemble,mae,test,0.2,0.7150700402015353
Ensemble,rmse,test,0.2,3.0879754156358064
Ensemble,mae,cross,0.2,4.059563033572076
Ensemble,rmse,cross,0.2,6.556851053586211
LinReg,mae,test,0.3,2.2251676404937797
LinReg,rmse,test,0.3,3.6162771336661423
LinReg,mae,cross,0.3,15.854523495708953
LinReg,rmse,cross,0.3,16.506033880395425
ANN,mae,test,0.3,1.8216323852539062
ANN,rmse,test,0.3,3.3838177915379957
ANN,mae,cross,0.3,3.2433319091796875
ANN,rmse,cross,0.3,5.1982683460732195
IDW,mae,test,0.3,0.9545136112750185
IDW,rmse,test,0.3,3.0649082038306297
IDW,mae,cross,0.3,10.888464913326871
IDW,rmse,cross,0.3,11.403205567581315
Kriging,mae,test,0.3,1.9173271081915004
Kriging,rmse,test,0.3,4.1198841701529485
Kriging,mae,cross,0.3,11.703709418752297
Kriging,rmse,cross,0.3,12.28131875335186
Ensemble,mae,test,0.3,0.8651219896264877
Ensemble,rmse,test,0.3,2.964572224072281
Ensemble,mae,cross,0.3,3.8880718892298347
Ensemble,rmse,cross,0.3,5.867730226532925
LinReg,mae,test,0.4,2.220018346930644
LinReg,rmse,test,0.4,3.501514355472752
LinReg,mae,cross,0.4,15.532649936597508
LinReg,rmse,cross,0.4,16.20154794725765
ANN,mae,test,0.4,2.4165725708007812
ANN,rmse,test,0.4,3.5897777651881477
ANN,mae,cross,0.4,2.7146987915039062
ANN,rmse,cross,0.4,5.015752615916272
IDW,mae,test,0.4,0.9325234084721785
IDW,rmse,test,0.4,2.9317525930872623
IDW,mae,cross,0.4,10.7448945489474
IDW,rmse,cross,0.4,11.286315791443354
Kriging,mae,test,0.4,2.0986842105328236
Kriging,rmse,test,0.4,4.48757988691032
Kriging,mae,cross,0.4,11.901315789467176
Kriging,rmse,cross,0.4,12.167525065256788
Ensemble,mae,test,0.4,0.911038471553681
Ensemble,rmse,test,0.4,2.8003035115512342
Ensemble,mae,cross,0.4,4.447670861962834
Ensemble,rmse,cross,0.4,6.04206763060506
LinReg,mae,test,0.5,2.1292815418230475
LinReg,rmse,test,0.5,3.3824019040626725
LinReg,mae,cross,0.5,15.890798175902262
LinReg,rmse,cross,0.5,16.58138011901136
ANN,mae,test,0.5,1.9587745666503906
ANN,rmse,test,0.5,3.067894811016229
ANN,mae,cross,0.5,2.98028564453125
ANN,rmse,cross,0.5,4.564305596737664
IDW,mae,test,0.5,0.8981838203140455
IDW,rmse,test,0.5,2.8134709491271557
IDW,mae,cross,0.5,10.537865309796743
IDW,rmse,cross,0.5,11.11330138393649
Kriging,mae,test,0.5,2.181818181829044
Kriging,rmse,test,0.5,4.277499277039319
Kriging,mae,cross,0.5,11.818181818170956
Kriging,rmse,cross,0.5,12.093604924637987
Ensemble,mae,test,0.5,1.0652231971434887
Ensemble,rmse,test,0.5,2.6848960898585816
Ensemble,mae,cross,0.5,4.242066357694583
Ensemble,rmse,cross,0.5,5.781053274906522
LinReg,mae,test,0.1,2.4029432596415745
LinReg,rmse,test,0.1,3.2478956262698113
LinReg,mae,cross,0.1,15.361150099682462
LinReg,rmse,cross,0.1,16.058217621175892
ANN,mae,test,0.1,1.6445465087890625
ANN,rmse,test,0.1,2.79274847798426
ANN,mae,cross,0.1,2.4871139526367188
ANN,rmse,cross,0.1,4.65636742621367
IDW,mae,test,0.1,0.9701200321045036
IDW,rmse,test,0.1,2.2601943184629434
IDW,mae,cross,0.1,11.104342282997521
IDW,rmse,cross,0.1,11.571744771046465
Kriging,mae,test,0.1,1.9706658553352696
Kriging,rmse,test,0.1,3.6988539724912592
Kriging,mae,cross,0.1,12.090431142743967
Kriging,rmse,cross,0.1,12.426213981913952
Ensemble,mae,test,0.1,0.8703763910142044
Ensemble,rmse,test,0.1,1.9904360641419436
Ensemble,mae,cross,0.1,4.81893152005938
Ensemble,rmse,cross,0.1,7.079362873745329
LinReg,mae,test,0.2,2.10815904171168
LinReg,rmse,test,0.2,3.1423330191628334
LinReg,mae,cross,0.2,16.03864461599069
LinReg,rmse,cross,0.2,16.76306443327724
ANN,mae,test,0.2,1.7301025390625
ANN,rmse,test,0.2,2.8600497807778162
ANN,mae,cross,0.2,2.4556198120117188
ANN,rmse,cross,0.2,4.6655893625280545
IDW,mae,test,0.2,0.9301981806355926
IDW,rmse,test,0.2,2.565008100635821
IDW,mae,cross,0.2,11.115861372988292
IDW,rmse,cross,0.2,11.569164334176213
Kriging,mae,test,0.2,1.724743389099494
Kriging,rmse,test,0.2,3.5383169817758806
Kriging,mae,cross,0.2,12.038321459219318
Kriging,rmse,cross,0.2,12.331837381412646
Ensemble,mae,test,0.2,0.9093594752348721
Ensemble,rmse,test,0.2,2.474707724274755
Ensemble,mae,cross,0.2,5.861580663073028
Ensemble,rmse,cross,0.2,7.6510973606445125
LinReg,mae,test,0.3,2.158138237188865
LinReg,rmse,test,0.3,3.2905974413829187
LinReg,mae,cross,0.3,16.111923894765084
LinReg,rmse,cross,0.3,16.877551141046244
ANN,mae,test,0.3,1.8770904541015625
ANN,rmse,test,0.3,3.105747715725909
ANN,mae,cross,0.3,2.346893310546875
ANN,rmse,cross,0.3,4.379332244452668
IDW,mae,test,0.3,0.9000877134763243
IDW,rmse,test,0.3,2.7989315825157517
IDW,mae,cross,0.3,10.980653416984495
IDW,rmse,cross,0.3,11.462017673157451
Kriging,mae,test,0.3,1.875867401510348
Kriging,rmse,test,0.3,3.6745999347414076
Kriging,mae,cross,0.3,11.882494448155896
Kriging,rmse,cross,0.3,12.203423441320536
Ensemble,mae,test,0.3,0.8625998377224988
Ensemble,rmse,test,0.3,2.5753219046232902
Ensemble,mae,cross,0.3,5.42009474036503
Ensemble,rmse,cross,0.3,7.113481795937407
LinReg,mae,test,0.4,2.2173238096834353
LinReg,rmse,test,0.4,3.4612055783131663
LinReg,mae,cross,0.4,19.049688137787648
LinReg,rmse,cross,0.4,19.670716459838612
ANN,mae,test,0.4,1.90478515625
ANN,rmse,test,0.4,3.1241411279872797
ANN,mae,cross,0.4,2.6756210327148438
ANN,rmse,cross,0.4,4.740858901989387
IDW,mae,test,0.4,1.0384304904035275
IDW,rmse,test,0.4,2.733575880038616
IDW,mae,cross,0.4,11.229130581375898
IDW,rmse,cross,0.4,11.650143888546335
Kriging,mae,test,0.4,1.9574357116320016
Kriging,rmse,test,0.4,3.8267174415719336
Kriging,mae,cross,0.4,11.760842531318104
Kriging,rmse,cross,0.4,12.196398454552234
Ensemble,mae,test,0.4,0.9792047806445936
Ensemble,rmse,test,0.4,2.8466915733707663
Ensemble,mae,cross,0.4,6.934607105275646
Ensemble,rmse,cross,0.4,9.218875373695619
LinReg,mae,test,0.5,2.20362947271132
LinReg,rmse,test,0.5,3.431751220073074
LinReg,mae,cross,0.5,17.513523475080568
LinReg,rmse,cross,0.5,18.11592380142727
ANN,mae,test,0.5,1.8360824584960938
ANN,rmse,test,0.5,3.113496928651654
ANN,mae,cross,0.5,2.580047607421875
ANN,rmse,cross,0.5,4.830931930928526
IDW,mae,test,0.5,0.971534505514235
IDW,rmse,test,0.5,2.607882936134632
IDW,mae,cross,0.5,11.29766209947897
IDW,rmse,cross,0.5,11.715715945460234
Kriging,mae,test,0.5,1.9151169699575377
Kriging,rmse,test,0.5,3.819115332145686
Kriging,mae,cross,0.5,11.797411390568115
Kriging,rmse,cross,0.5,12.185155863669367
Ensemble,mae,test,0.5,1.1506526671279147
Ensemble,rmse,test,0.5,2.82123330466829
Ensemble,mae,cross,0.5,7.269144227569626
Ensemble,rmse,cross,0.5,9.017275295819411
LinReg,mae,test,0.1,2.6250954021973314
LinReg,rmse,test,0.1,4.160609141365092
