model,metric,split,size,value
Kriging,mae,test,0.2,1.4935195846236766
Kriging,rmse,test,0.2,4.013069279571699
Kriging,mae,cross,0.2,11.955137964471405
Kriging,rmse,cross,0.2,12.427321466006983
Ensemble,mae,test,0.2,0.513416671309038
Ensemble,rmse,test,0.2,2.2298723291163034
Ensemble,mae,cross,0.2,9.529609251921286
Ensemble,rmse,cross,0.2,10.302528509379146
LinReg,mae,test,0.3,2.127822676158388
LinReg,rmse,test,0.3,3.8628891502263993
LinReg,mae,cross,0.3,9.36736763344463
LinReg,rmse,cross,0.3,10.460323521898012
ANN,mae,test,0.3,1.85302734375
ANN,rmse,test,0.3,3.0392724899324515
ANN,mae,cross,0.3,5.112617492675781
ANN,rmse,cross,0.3,6.629225897998375
IDW,mae,test,0.3,0.5745283424968193
IDW,rmse,test,0.3,2.3263699259042414
IDW,mae,cross,0.3,11.4188667432241
IDW,rmse,cross,0.3,12.012211542911274
Kriging,mae,test,0.3,1.664401510159891
Kriging,rmse,test,0.3,3.780749962849611
Kriging,mae,cross,0.3,11.927596179351937
Kriging,rmse,cross,0.3,12.192609972522023
Ensemble,mae,test,0.3,0.4999836919479179
Ensemble,rmse,test,0.3,2.3533290282335892
Ensemble,mae,cross,0.3,7.829336344685501
Ensemble,rmse,cross,0.3,9.422290104282173
LinReg,mae,test,0.4,2.2605593115793994
LinReg,rmse,test,0.4,3.960995761358076
LinReg,mae,cross,0.4,9.462954641971223
LinReg,rmse,cross,0.4,10.465544658833243
ANN,mae,test,0.4,2.0286788940429688
ANN,rmse,test,0.4,3.4328631803244343
ANN,mae,cross,0.4,8.811431884765625
ANN,rmse,cross,0.4,10.112576525668615
IDW,mae,test,0.4,0.6744995466317363
IDW,rmse,test,0.4,2.459772012701153
IDW,mae,cross,0.4,11.687972819426022
IDW,rmse,cross,0.4,12.002111246536488
Kriging,mae,test,0.4,2.332236842103171
Kriging,rmse,test,0.4,4.430217859968113
Kriging,mae,cross,0.4,11.667763157896829
Kriging,rmse,cross,0.4,11.960164840783982
Ensemble,mae,test,0.4,0.7405299705454667
Ensemble,rmse,test,0.4,2.536890831679847
Ensemble,mae,cross,0.4,3.6699885281799283
Ensemble,rmse,cross,0.4,6.755262830533055
LinReg,mae,test,0.5,2.4381189127875658
LinReg,rmse,test,0.5,4.081708571027412
