,predicted_rsrp,predicted_rsrq,predicted_sinr,true_rsrp,true_rsrq,true_sinr,,,,,,,,,,,,distance_to_tower,azimuth,elevation_angle,,rsrp_mae,distX100
190,-96.78379,-11.444145,-6.3818655,-93,-10,-6,,,,,,,,,,,,0.058753879,27.49575213,-17.27237055,,-3.78379,5.8753879
191,-95.63208,-11.182875,-4.1050024,-93,-10,-6,,,,,,,,,,,,0.059072696,32.91717324,-17.27237055,,-2.63208,5.9072696
192,-97.00669,-13.612474,-8.069158,-93,-10,-6,,,,,,,,,,,,0.059363572,36.77878428,-17.27237055,,-4.00669,5.9363572
193,-97.234695,-13.376476,-7.780573,-93,-10,-6,,,,,,,,,,,,0.059999542,40.6249466,-17.09038021,,-4.234695,5.9999542
194,-97.732704,-13.964463,-9.835437,-96,-14,-8,,,,,,,,,,,,0.060832315,43.54084627,-17.09038021,,-1.732704,6.0832315
195,-93.79408,-12.207193,-7.124707,-96,-14,-8,,,,,,,,,,,,0.060832315,43.54084627,-17.09038021,,2.20592,6.0832315
196,-95.20867,-14.404852,-7.7763157,-99,-15,-20,,,,,,,,,,,,0.061875015,46.4073536,-16.50045753,,3.79133,6.1875015
197,-97.679924,-14.09843,-8.5420885,-99,-15,-20,,,,,,,,,,,,0.064284876,51.8251348,-16.50045753,,1.320076,6.4284876
198,-98.036285,-16.203821,-15.477947,-99,-15,-20,,,,,,,,,,,,0.065706754,54.34735546,-15.70966653,,0.963715,6.5706754
199,-101.42619,-15.4612,-10.012751,-103,-17,-11,,,,,,,,,,,,0.067538393,57.34581356,-15.70966653,,1.57381,6.7538393
200,-97.83498,-12.428895,-6.254955,-103,-17,-11,,,,,,,,,,,,0.069083454,59.60743972,-15.70966653,,5.16502,6.9083454
201,-100.01648,-16.07218,-12.224992,-103,-17,-11,,,,,,,,,,,,0.069918552,60.71090951,-14.77446117,,2.98352,6.9918552
202,-100.439,-14.6283,-10.662726,-103,-17,-11,,,,,,,,,,,,0.069918552,60.71090951,-14.77446117,,2.561,6.9918552
203,-100.36437,-14.312246,-7.269412,-103,-17,-11,,,,,,,,,,,,0.073151622,64.46422422,-14.77446117,,2.63563,7.3151622
204,-99.9067,-13.933392,-8.755338,-103,-17,-11,,,,,,,,,,,,0.076597387,67.79317664,-13.76327185,,3.0933,7.6597387
205,-100.66188,-15.319288,-11.985477,-103,-17,-11,,,,,,,,,,,,0.078623054,69.59468979,-13.76327185,,2.33812,7.8623054
206,-101.10715,-15.540369,-11.239156,-103,-17,-11,,,,,,,,,,,,0.081389634,71.75255487,-12.86677776,,1.89285,8.1389634
207,-101.471016,-15.587373,-10.6164665,-103,-17,-11,,,,,,,,,,,,0.08372067,73.41928454,-12.86677776,,1.528984,8.372067
208,-94.02251,-10.407023,-0.81175214,-93,-9,0,,,,,,,,,,,,0.087071217,75.63261358,-12.10143782,,-1.02251,8.7071217
209,-94.76663,-11.209555,-3.7984674,-93,-9,0,,,,,,,,,,,,0.087071217,75.63261358,-12.10143782,,-1.76663,8.7071217
210,-96.52554,-13.541526,-6.51615,-93,-9,0,,,,,,,,,,,,0.089018616,76.7804821,-12.10143782,,-3.52554,8.9018616
211,-95.06906,-11.45368,-4.9437356,-93,-9,0,,,,,,,,,,,,0.091248484,77.98392452,-12.10143782,,-2.06906,9.1248484
212,-96.78094,-11.70895,-2.6868446,-93,-9,0,,,,,,,,,,,,0.09247795,78.94261084,-11.38162215,,-3.78094,9.247795
213,-92.48702,-10.722051,-8.041896,-93,-9,0,,,,,,,,,,,,0.092649871,80.94575772,-11.38162215,,0.51298,9.2649871
214,-100.41265,-13.752755,-7.864128,-93,-9,0,,,,,,,,,,,,0.092900313,83.10987013,-11.09996432,,-7.41265,9.2900313
215,-94.45632,-11.816398,-5.3654165,-93,-9,0,,,,,,,,,,,,0.093812267,86.53624724,-11.09996432,,-1.45632,9.3812267
216,-96.89631,-12.454034,-8.206534,-93,-9,0,,,,,,,,,,,,0.093812267,86.53624724,-11.09996432,,-3.89631,9.3812267
217,-93.385376,-10.546125,-1.808888,-93,-9,0,,,,,,,,,,,,0.09429669,88.35889237,-11.09996432,,-0.385376,9.429669
218,-96.47746,-13.403969,-7.828702,-98,-14,-10,,,,,,,,,,,,0.094469521,89.24841673,-11.09996432,,1.52254,9.4469521
219,-95.55875,-13.139212,-9.0322895,-98,-14,-10,,,,,,,,,,,,0.094116999,89.72779985,-11.02630421,,2.44125,9.4116999
220,-95.855835,-12.903213,-8.036842,-98,-14,-10,,,,,,,,,,,,0.092622481,89.48879391,-11.02630421,,2.144165,9.2622481
221,-97.4871,-13.493511,-9.079156,-98,-14,-10,,,,,,,,,,,,0.089083888,88.95188872,-11.02630421,,0.5129,8.9083888
222,-93.44496,-11.402424,-8.427609,-98,-14,-10,,,,,,,,,,,,0.089083888,88.95188872,-11.02630421,,4.55504,8.9083888
223,-96.147026,-13.422865,-8.101546,-98,-14,-10,,,,,,,,,,,,0.086085914,88.14299024,-12.00877097,,1.852974,8.6085914
224,-91.20445,-10.029512,-1.8321327,-88,-11,2,,,,,,,,,,,,0.081162056,86.30354211,-12.00877097,,-3.20445,8.1162056
225,-97.11107,-12.743644,-5.9298205,-88,-11,2,,,,,,,,,,,,0.077866579,84.7306018,-13.14335791,,-9.11107,7.7866579
226,-97.51677,-13.387857,-8.113374,-88,-11,2,,,,,,,,,,,,0.073482217,82.11184404,-13.14335791,,-9.51677,7.3482217
227,-90.31289,-10.42638,-0.7003955,-88,-11,2,,,,,,,,,,,,0.071042537,80.53746977,-14.2598743,,-2.31289,7.1042537
228,-89.07281,-10.103359,0.66283697,-88,-11,2,,,,,,,,,,,,0.06798821,78.45338539,-14.2598743,,-1.07281,6.798821
229,-99.69178,-16.072035,-9.233886,-88,-11,2,,,,,,,,,,,,0.06798821,78.45338539,-14.2598743,,-11.69178,6.798821
230,-97.12842,-12.259712,-4.477941,-88,-11,2,,,,,,,,,,,,0.065536818,76.59620275,-14.2598743,,-9.12842,6.5536818
231,-91.3794,-10.707586,-2.6139097,-88,-11,2,,,,,,,,,,,,0.062621692,74.10131285,-15.73946247,,-3.3794,6.2621692
232,-98.35901,-13.867797,-8.631741,-88,-11,2,,,,,,,,,,,,0.06041667,72.02170694,-15.73946247,,-10.35901,6.041667
233,-93.202446,-12.047958,-5.1823378,-88,-11,2,,,,,,,,,,,,0.057834777,69.23028003,-17.3952006,,-5.202446,5.7834777
234,-96.89484,-11.788059,-5.0223913,-88,-11,2,,,,,,,,,,,,0.05448544,64.75448319,-17.3952006,,-8.89484,5.448544
235,-91.85748,-10.637474,-1.6963062,-88,-11,2,,,,,,,,,,,,0.052730357,61.86703089,-19.22042343,,-3.85748,5.2730357
236,-93.958725,-10.428844,-0.75413555,-93,-12,3,,,,,,,,,,,,0.052730357,61.86703089,-19.22042343,,-0.958725,5.2730357
237,-95.956894,-13.066539,-7.3736935,-93,-12,3,,,,,,,,,,,,0.050634688,57.95461474,-19.22042343,,-2.956894,5.0634688
238,-95.21569,-11.857254,-2.5213904,-93,-12,3,,,,,,,,,,,,0.049019266,54.62485897,-20.93102702,,-2.21569,4.9019266
239,-92.913925,-10.777467,-2.072506,-93,-12,3,,,,,,,,,,,,0.046576922,48.47424807,-20.93102702,,0.086075,4.6576922
240,-98.46529,-13.54356,-8.14165,-94,-17,-13,,,,,,,,,,,,0.045265614,43.84970755,-20.93102702,,-4.46529,4.5265614
241,-95.81024,-13.758624,-9.070695,-93,-16,-20,,,,,,,,,,,,0.044487301,40.03019,-22.24917499,,-2.81024,4.4487301
242,-97.33626,-13.67501,-8.857074,-93,-16,-20,,,,,,,,,,,,0.044487301,40.03019,-22.24917499,,-4.33626,4.4487301
243,-101.30749,-15.120046,-11.174913,-93,-14,-12,,,,,,,,,,,,0.043779019,35.00111057,-22.24917499,,-8.30749,4.3779019
244,-101.085304,-15.226416,-8.503499,-93,-14,-12,,,,,,,,,,,,0.043455153,29.72922121,-22.752239,,-8.085304,4.3455153
245,-96.06563,-13.335474,-8.228177,-93,-14,-12,,,,,,,,,,,,0.043663548,22.45399592,-22.752239,,-3.06563,4.3663548
246,-97.25772,-12.903067,-7.5893984,-93,-14,-12,,,,,,,,,,,,0.04410435,18.30161393,-22.55368828,,-4.25772,4.410435
247,-94.05352,-12.103074,-6.419069,-93,-14,-12,,,,,,,,,,,,0.044873575,14.18466154,-22.55368828,,-1.05352,4.4873575
248,-95.40956,-13.108896,-7.699791,-93,-14,-12,,,,,,,,,,,,0.046121322,9.207274707,-22.55368828,,-2.40956,4.6121322
249,-98.02746,-13.851057,-8.365738,-93,-14,-12,,,,,,,,,,,,0.046121322,9.207274707,-22.55368828,,-5.02746,4.6121322
250,-96.078064,-14.842903,-15.2468195,-93,-14,-12,,,,,,,,,,,,0.047323322,5.358670273,-21.18471396,,-3.078064,4.7323322
251,-99.56146,-14.799569,-12.014339,-93,-14,-12,,,,,,,,,,,,0.050158952,358.5254981,-21.18471396,,-6.56146,5.0158952
252,-96.78825,-13.194824,-8.68798,-93,-14,-12,,,,,,,,,,,,0.051766198,355.5752251,-19.55527136,,-3.78825,5.1766198
253,-93.65579,-12.207478,-7.908651,-93,-14,-12,,,,,,,,,,,,0.05348507,352.8653559,-19.55527136,,-0.65579,5.348507
254,-94.94107,-13.068642,-9.510814,-88,-9,-7,,,,,,,,,,,,0.055732632,349.6826788,-17.99873976,,-6.94107,5.5732632
255,-93.38486,-12.956518,-9.306048,-88,-9,-7,,,,,,,,,,,,0.058209059,346.7025432,-17.99873976,,-5.38486,5.8209059
256,-95.794846,-11.928842,-5.5580096,-88,-9,-7,,,,,,,,,,,,0.058209059,346.7025432,-17.99873976,,-7.794846,5.8209059
257,-96.546585,-13.344484,-8.407489,-88,-9,-7,,,,,,,,,,,,0.062000114,342.8949194,-16.39781859,,-8.546585,6.2000114
258,-94.93205,-11.837048,-6.5604563,-88,-9,-7,,,,,,,,,,,,0.064234415,340.8653174,-16.39781859,,-6.93205,6.4234415
259,-97.879364,-13.065812,-6.8961425,-88,-9,-7,,,,,,,,,,,,0.067095415,338.4985095,-16.39781859,,-9.879364,6.7095415
260,-94.012024,-10.945246,-6.181779,-88,-9,-7,,,,,,,,,,,,0.0694929,336.7370809,-15.03042667,,-6.012024,6.94929
261,-96.50733,-13.99426,-10.049706,-88,-9,-7,,,,,,,,,,,,0.072642892,334.6761678,-15.03042667,,-8.50733,7.2642892
262,-90.59833,-9.719,-8.634088,-88,-9,-7,,,,,,,,,,,,0.077362346,332.1231309,-13.67478306,,-2.59833,7.7362346
263,-95.91138,-13.639294,-7.113918,-88,-9,-7,,,,,,,,,,,,0.077362346,332.1231309,-13.67478306,,-7.91138,7.7362346
264,-91.65372,-9.98115,-1.4731624,-88,-9,-7,,,,,,,,,,,,0.079447929,331.1535825,-13.67478306,,-3.65372,7.9447929
265,-89.064095,-10.033381,-8.307571,-88,-9,-7,,,,,,,,,,,,0.083509576,329.3658123,-12.38036945,,-1.064095,8.3509576
266,-92.11192,-12.356459,-9.437989,-88,-9,-7,,,,,,,,,,,,0.086254656,328.2821222,-12.38036945,,-4.11192,8.6254656
267,-94.584045,-12.781578,-6.3309965,-88,-9,-7,,,,,,,,,,,,0.091110807,326.5716448,-11.26313583,,-6.584045,9.1110807
268,-92.66121,-11.042051,-7.4460125,-88,-9,-7,,,,,,,,,,,,0.094525338,325.5131345,-11.26313583,,-4.66121,9.4525338
269,-94.28081,-11.485025,-5.3901873,-89,-13,-7,,,,,,,,,,,,0.094525338,325.5131345,-11.26313583,,-5.28081,9.4525338
270,-90.60802,-12.631636,-7.3311663,-89,-13,-7,,,,,,,,,,,,0.097577285,324.6716944,-11.26313583,,-1.60802,9.7577285
271,-95.6907,-12.704393,-5.838107,-89,-13,-7,,,,,,,,,,,,0.099527013,324.1138309,-10.5385243,,-6.6907,9.9527013
272,-92.847855,-10.379604,-5.550089,-89,-13,-7,,,,,,,,,,,,0.101708033,323.461159,-10.5385243,,-3.847855,10.1708033
273,-95.04755,-13.040294,-9.986264,-89,-13,-7,,,,,,,,,,,,0.104076,322.7402253,-9.985256851,,-6.04755,10.4076
274,-91.38159,-13.278477,-7.6410346,-89,-13,-7,,,,,,,,,,,,0.105185095,321.6718027,-9.985256851,,-2.38159,10.5185095
275,-92.09607,-13.047388,-10.076966,-89,-13,-7,,,,,,,,,,,,0.105135929,320.396257,-9.776701842,,-3.09607,10.5135929
276,-96.02435,-12.163565,-3.1670942,-89,-13,-7,,,,,,,,,,,,0.105135929,320.396257,-9.776701842,,-7.02435,10.5135929
277,-92.19364,-10.708157,-5.1730046,-89,-13,-7,,,,,,,,,,,,0.105670761,317.9547316,-9.776701842,,-3.19364,10.5670761
278,-95.09694,-11.322638,-7.0187645,-89,-13,-7,,,,,,,,,,,,0.106315438,316.0754099,-9.762879643,,-6.09694,10.6315438
279,-94.778755,-11.608545,-4.2427063,-89,-13,-7,,,,,,,,,,,,0.106794653,315.0620645,-9.762879643,,-5.778755,10.6794653
280,-93.03433,-11.10219,-6.9524555,-89,-13,-7,,,,,,,,,,,,0.107175444,314.1259095,-9.762879643,,-4.03433,10.7175444
281,-96.6711,-13.086264,-8.432859,-89,-13,-7,,,,,,,,,,,,0.106828225,314.0901773,-9.743574086,,-7.6711,10.6828225
282,-98.80556,-13.704958,-8.170534,-91,-12,-6,,,,,,,,,,,,0.103363899,314.6186499,-9.743574086,,-7.80556,10.3363899
283,-98.08287,-13.499548,-8.345324,-91,-12,-6,,,,,,,,,,,,0.103363899,314.6186499,-9.743574086,,-7.08287,10.3363899
284,-95.183105,-13.0205555,-7.444733,-91,-12,-6,,,,,,,,,,,,0.100471958,314.9249231,-10.44178337,,-4.183105,10.0471958
285,-95.86212,-13.060827,-7.5582676,-91,-12,-6,,,,,,,,,,,,0.097303518,315.349977,-10.44178337,,-4.86212,9.7303518
286,-90.091644,-12.172718,-10.392179,-91,-12,-6,,,,,,,,,,,,0.092707653,315.9340213,-11.19801349,,0.908356,9.2707653
287,-92.262665,-10.171885,-1.6556644,-91,-12,-6,,,,,,,,,,,,0.090712561,316.2545485,-11.19801349,,-1.262665,9.0712561
288,-93.12767,-12.332668,-6.6920404,-91,-12,-6,,,,,,,,,,,,0.08652361,317.1301131,-11.19801349,,-2.12767,8.652361
289,-94.01586,-12.064963,-3.5187373,-91,-12,-6,,,,,,,,,,,,0.08652361,317.1301131,-11.19801349,,-3.01586,8.652361
290,-100.06259,-14.438634,-9.695159,-91,-12,-6,,,,,,,,,,,,0.083594626,317.8704907,-12.15102082,,-9.06259,8.3594626
291,-92.94327,-12.245579,-5.5046196,-91,-12,-6,,,,,,,,,,,,0.079920196,318.824504,-12.15102082,,-1.94327,7.9920196
292,-95.57558,-11.675819,-7.5107822,-91,-12,-6,,,,,,,,,,,,0.075548862,320.0599568,-13.48547193,,-4.57558,7.5548862
293,-94.11835,-11.17822,-4.8972793,-94,-8,-3,,,,,,,,,,,,0.071067874,321.5248948,-13.48547193,,-0.11835,7.1067874
294,-95.73497,-11.017765,-5.97352,-94,-8,-3,,,,,,,,,,,,0.068814662,322.3400912,-14.99214814,,-1.73497,6.8814662
295,-94.48834,-10.76074,-1.137838,-94,-8,-3,,,,,,,,,,,,0.064341788,324.2068462,-14.99214814,,-0.48834,6.4341788
296,-94.11314,-10.709288,-5.709595,-94,-8,-3,,,,,,,,,,,,0.064341788,324.2068462,-14.99214814,,-0.11314,6.4341788
297,-94.20482,-10.487688,-2.100269,-94,-8,-3,,,,,,,,,,,,0.060753105,325.9881673,-17.03805028,,-0.20482,6.0753105
298,-97.15083,-11.797998,-7.3115306,-94,-8,-3,,,,,,,,,,,,0.057972434,327.5487153,-17.03805028,,-3.15083,5.7972434
299,-97.7714,-11.794018,-6.6830473,-94,-8,-3,,,,,,,,,,,,0.053316243,330.6321541,-17.03805028,,-3.7714,5.3316243
300,-95.44115,-12.150068,-7.390339,-94,-8,-3,,,,,,,,,,,,0.051386703,332.077462,-19.3757841,,-1.44115,5.1386703
301,-94.0134,-12.479249,-7.485774,-94,-8,-3,,,,,,,,,,,,0.047643503,335.2987114,-19.3757841,,-0.0134,4.7643503
302,-98.53286,-13.899746,-9.083949,-94,-8,-3,,,,,,,,,,,,0.044467549,338.1617002,-22.40905435,,-4.53286,4.4467549
303,-98.49658,-14.345419,-9.864795,-94,-8,-3,,,,,,,,,,,,0.044467549,338.1617002,-22.40905435,,-4.49658,4.4467549
304,-97.15914,-12.404227,-3.9367683,-94,-8,-3,,,,,,,,,,,,0.041996173,340.7048064,-22.40905435,,-3.15914,4.1996173
305,-92.2124,-9.913157,-2.2145467,-94,-8,-3,,,,,,,,,,,,0.038155595,345.9663174,-25.74680301,,1.7876,3.8155595
306,-94.40398,-9.877386,-5.2445736,-94,-8,-3,,,,,,,,,,,,0.035762135,350.5593029,-25.74680301,,-0.40398,3.5762135
307,-95.87792,-11.704166,-3.0654018,-94,-8,-3,,,,,,,,,,,,0.033978768,354.8310734,-25.74680301,,-1.87792,3.3978768
308,-94.469765,-10.40493,-4.9755316,-94,-8,-3,,,,,,,,,,,,0.031995259,0.72608788,-29.19023616,,-0.469765,3.1995259
309,-95.75871,-11.340172,-4.2682242,-94,-8,-3,,,,,,,,,,,,0.03067223,6.03252897,-29.19023616,,-1.75871,3.067223
310,-92.84764,-11.069134,-4.8265147,-92,-11,-4,,,,,,,,,,,,0.03067223,6.03252897,-29.19023616,,-0.84764,3.067223
311,-96.316826,-13.774929,-9.553211,-92,-11,-4,,,,,,,,,,,,0.029151364,16.4450232,-31.76879102,,-4.316826,2.9151364
312,-95.17801,-12.832039,-4.611294,-92,-11,-4,,,,,,,,,,,,0.028595808,24.57301958,-31.76879102,,-3.17801,2.8595808
313,-92.15465,-10.519437,-5.6922197,-92,-11,-4,,,,,,,,,,,,0.028570224,31.14121189,-32.63991674,,-0.15465,2.8570224
314,-92.777145,-12.02907,-5.091521,-92,-11,-4,,,,,,,,,,,,0.029109059,38.96197722,-32.63991674,,-0.777145,2.9109059
315,-97.35469,-15.11598,-9.096023,-92,-11,-4,,,,,,,,,,,,0.029866601,44.6816828,-31.03759847,,-5.35469,2.9866601
316,-94.062775,-10.772181,-6.543003,-92,-11,-4,,,,,,,,,,,,0.029866601,44.6816828,-31.03759847,,-2.062775,2.9866601
317,-95.07376,-10.858021,-4.325986,-92,-11,-4,,,,,,,,,,,,0.031825409,54.23019088,-31.03759847,,-3.07376,3.1825409
318,-94.705,-11.255623,-4.6885557,-92,-11,-4,,,,,,,,,,,,0.033693927,60.41707004,-31.03759847,,-2.705,3.3693927
319,-98.20409,-13.778373,-6.432601,-92,-11,-4,,,,,,,,,,,,0.035322576,64.69552149,-27.93727008,,-6.20409,3.5322576
320,-93.980865,-10.82832,-3.980429,-92,-11,-4,,,,,,,,,,,,0.037734404,69.49908325,-27.93727008,,-1.980865,3.7734404
321,-100.83718,-14.313194,-9.495366,-98,-16,-17,,,,,,,,,,,,0.039973752,72.79714261,-24.7409158,,-2.83718,3.9973752
322,-99.70317,-14.732642,-12.205646,-98,-16,-17,,,,,,,,,,,,0.044394994,77.71268559,-24.7409158,,-1.70317,4.4394994
323,-95.51068,-12.143137,-7.2319374,-98,-16,-17,,,,,,,,,,,,0.044394994,77.71268559,-24.7409158,,2.48932,4.4394994
324,-95.61599,-12.93991,-6.531908,-98,-16,-17,,,,,,,,,,,,0.047642643,80.81137277,-21.30183855,,2.38401,4.7642643
325,-95.5439,-11.75967,-6.0638304,-96,-12,-4,,,,,,,,,,,,0.049665345,82.50149225,-21.30183855,,0.4561,4.9665345
326,-97.62956,-13.512545,-8.66362,-96,-12,-4,,,,,,,,,,,,0.053804664,85.5881456,-21.30183855,,-1.62956,5.3804664
327,-98.5068,-15.66036,-14.671695,-96,-12,-4,,,,,,,,,,,,0.056588312,87.43485725,-18.55611067,,-2.5068,5.6588312
328,-99.95645,-13.745609,-7.381443,-96,-12,-4,,,,,,,,,,,,0.06159954,90.21753829,-18.55611067,,-3.95645,6.159954
329,-94.36033,-11.269635,-4.7777896,-96,-12,-4,,,,,,,,,,,,0.06502705,91.85766348,-16.12264941,,1.63967,6.502705
330,-96.50874,-13.303345,-7.654991,-96,-12,-4,,,,,,,,,,,,0.06502705,91.85766348,-16.12264941,,-0.50874,6.502705
331,-96.49514,-12.550873,-6.2248497,-96,-12,-4,,,,,,,,,,,,0.067676138,92.93810431,-16.12264941,,-0.49514,6.7676138
332,-100.32644,-15.006273,-9.292092,-96,-12,-4,,,,,,,,,,,,0.070366879,93.92661534,-14.45782561,,-4.32644,7.0366879
333,-95.11912,-12.1627865,-7.192195,-96,-12,-4,,,,,,,,,,,,0.076103966,95.79591667,-14.45782561,,0.88088,7.6103966
334,-98.14171,-13.924053,-9.0271845,-96,-12,-4,,,,,,,,,,,,0.079643028,96.9745022,-12.98904079,,-2.14171,7.9643028
335,-94.084335,-12.157469,-5.669017,-96,-12,-4,,,,,,,,,,,,0.082505173,97.83249015,-12.98904079,,1.915665,8.2505173
336,-95.00255,-10.928383,-4.7649775,-95,-9,-4,,,,,,,,,,,,0.08577291,98.68380823,-12.98904079,,-0.00255,8.577291
337,-96.51906,-11.147679,-5.99479,-95,-9,-4,,,,,,,,,,,,0.08577291,98.68380823,-12.98904079,,-1.51906,8.577291
338,-101.485275,-15.301142,-11.060987,-95,-9,-4,,,,,,,,,,,,0.087794371,99.08633722,-12.04367255,,-6.485275,8.7794371
339,-95.455215,-10.455054,-6.093278,-95,-9,-4,,,,,,,,,,,,0.090690657,99.54327575,-12.04367255,,-0.455215,9.0690657
340,-95.84638,-12.097798,-7.6425157,-95,-9,-4,,,,,,,,,,,,0.093554091,100.1494486,-11.17227401,,-0.84638,9.3554091
341,-97.45806,-11.867027,-7.071191,-95,-9,-4,,,,,,,,,,,,0.09400217,100.5220414,-11.17227401,,-2.45806,9.400217
342,-95.855705,-12.483582,-8.849868,-95,-9,-4,,,,,,,,,,,,0.094205409,102.8610797,-10.94826941,,-0.855705,9.4205409
343,-96.702545,-11.25385,-6.476663,-95,-9,-4,,,,,,,,,,,,0.094205409,102.8610797,-10.94826941,,-1.702545,9.4205409
344,-97.26345,-11.675413,-6.9368715,-95,-9,-4,,,,,,,,,,,,0.094625512,106.1434922,-10.94826941,,-2.26345,9.4625512
345,-95.92331,-12.254053,-7.7603416,-95,-9,-4,,,,,,,,,,,,0.094996777,108.0906562,-10.85995141,,-0.92331,9.4996777
346,-97.85015,-13.311471,-6.972278,-95,-9,-4,,,,,,,,,,,,0.094864887,109.2395692,-10.85995141,,-2.85015,9.4864887
347,-95.317444,-11.446819,-5.3791094,-95,-9,-4,,,,,,,,,,,,0.093332066,109.2561805,-10.85995141,,-0.317444,9.3332066
348,-91.04612,-10.037178,-5.12457,-90,-8,-6,,,,,,,,,,,,0.093332066,109.2561805,-11.25791585,,-1.04612,9.3332066
349,-89.69541,-9.442738,-4.6376123,-90,-8,-6,,,,,,,,,,,,0.088050102,109.5191618,-11.25791585,,0.30459,8.8050102
350,-96.80649,-12.990778,-8.667918,-90,-8,-6,,,,,,,,,,,,0.088050102,109.5191618,-11.25791585,,-6.80649,8.8050102
351,-91.11158,-10.432123,-4.855463,-90,-8,-6,,,,,,,,,,,,0.083094953,109.1563748,-12.51031529,,-1.11158,8.3094953
352,-94.32649,-11.224171,-4.517212,-90,-8,-6,,,,,,,,,,,,0.079031974,108.7509628,-12.51031529,,-4.32649,7.9031974
353,-91.56779,-8.468542,-3.7224462,-90,-8,-6,,,,,,,,,,,,0.07361567,107.93855,-14.02231299,,-1.56779,7.361567
354,-94.254555,-9.915079,-5.928548,-90,-8,-6,,,,,,,,,,,,0.069963999,107.2761969,-14.02231299,,-4.254555,6.9963999
355,-92.152664,-9.342863,-1.8736497,-90,-8,-6,,,,,,,,,,,,0.067034244,106.7382535,-14.02231299,,-2.152664,6.7034244
356,-92.47838,-9.139789,-0.9368689,-92,-7,4,,,,,,,,,,,,0.064010869,106.1251572,-15.84073561,,-0.47838,6.4010869
357,-92.5855,-10.142504,-0.4740853,-92,-7,4,,,,,,,,,,,,0.064010869,106.1251572,-15.84073561,,-0.5855,6.4010869
358,-92.89293,-10.583275,-0.43965617,-92,-7,4,,,,,,,,,,,,0.060172534,105.326457,-15.84073561,,-0.89293,6.0172534
359,-89.82895,-8.6424265,-1.1460949,-92,-7,4,,,,,,,,,,,,0.054685402,104.227452,-17.96721865,,2.17105,5.4685402
360,-94.90193,-10.607672,-3.8099008,-92,-7,4,,,,,,,,,,,,0.050844614,103.1363509,-17.96721865,,-2.90193,5.0844614
361,-94.95749,-11.653486,-5.360665,-99,-14,-7,,,,,,,,,,,,0.047807736,102.0665077,-21.01210498,,4.04251,4.7807736
362,-95.220276,-12.246131,-6.2324286,-99,-14,-7,,,,,,,,,,,,0.044121142,100.4729897,-21.01210498,,3.779724,4.4121142
363,-101.210526,-15.105133,-9.880303,-99,-14,-7,,,,,,,,,,,,0.044121142,100.4729897,-21.01210498,,-2.210526,4.4121142
364,-98.52794,-13.35767,-6.8403416,-99,-14,-7,,,,,,,,,,,,0.04043954,98.58210651,-25.05327829,,0.47206,4.043954
365,-92.92398,-11.969328,-7.0792546,-99,-14,-7,,,,,,,,,,,,0.036036262,95.84516012,-25.05327829,,6.07602,3.6036262
366,-100.88636,-16.235228,-12.290853,-93,-15,-20,,,,,,,,,,,,0.032419316,93.01766832,-25.05327829,,-7.88636,3.2419316
367,-99.18472,-14.567875,-9.998943,-92,-12,-7,,,,,,,,,,,,0.028751353,89.51074795,-30.70842801,,-7.18472,2.8751353
368,-97.786896,-13.799334,-7.987775,-92,-12,-7,,,,,,,,,,,,0.02582428,86.03664529,-30.70842801,,-5.786896,2.582428
369,-95.443085,-12.656039,-7.971569,-92,-12,-7,,,,,,,,,,,,0.021072622,78.17910444,-38.61540292,,-3.443085,2.1072622
370,-94.88727,-12.337517,-5.6657205,-92,-12,-7,,,,,,,,,,,,0.021072622,78.17910444,-38.61540292,,-2.88727,2.1072622
371,-95.070984,-12.848644,-7.113365,-92,-12,-7,,,,,,,,,,,,0.018651472,71.99204896,-38.61540292,,-3.070984,1.8651472
372,-98.7034,-13.859951,-8.924932,-92,-12,-7,,,,,,,,,,,,0.016146301,61.81509742,-48.01461811,,-6.7034,1.6146301
373,-91.352615,-16.202883,-15.93508,-91,-14,-20,,,,,,,,,,,,0.014432012,48.56886222,-48.01461811,,-0.352615,1.4432012
374,-96.90618,-15.430056,-14.126601,-92,-15,-11,,,,,,,,,,,,0.013551329,35.86874787,-53.14653175,,-4.90618,1.3551329
375,-95.20138,-15.693214,-15.7379465,-92,-15,-11,,,,,,,,,,,,0.013369873,18.66409407,-53.14653175,,-3.20138,1.3369873
376,-97.10405,-11.694727,-7.0640564,-92,-15,-11,,,,,,,,,,,,0.015294593,358.5569037,-53.14653175,,-5.10405,1.5294593
377,-96.13329,-12.343558,-8.228805,-92,-15,-11,,,,,,,,,,,,0.015294593,358.5569037,-53.14653175,,-4.13329,1.5294593
378,-95.18405,-12.216066,-7.3312874,-92,-15,-11,,,,,,,,,,,,0.017242455,350.2517945,-48.01567598,,-3.18405,1.7242455
379,-95.57803,-13.433525,-10.235089,-92,-15,-11,,,,,,,,,,,,0.019993855,342.062849,-48.01567598,,-3.57803,1.9993855
380,-94.356674,-12.270643,-10.648428,-92,-15,-11,,,,,,,,,,,,0.022334731,336.2234977,-38.88305196,,-2.356674,2.2334731
381,-95.08568,-13.196487,-9.295974,-92,-15,-11,,,,,,,,,,,,0.026872296,328.4724894,-38.88305196,,-3.08568,2.6872296
382,-97.05817,-13.5602,-7.1314363,-92,-15,-11,,,,,,,,,,,,0.03033431,324.7755732,-31.0434762,,-5.05817,3.033431
