,predicted_rsrp,predicted_rsrq,predicted_sinr,true_rsrp,true_rsrq,true_sinr
0,-116.0614,-18.28672,-12.473485,-114.0,-17.0,-10.0
1,-104.18853,-9.778056,-1.0419247,-104.0,-11.0,-1.0
2,-94.55059,-8.9935665,4.1340785,-94.0,-9.0,3.0
3,-110.261856,-12.213622,-6.249237,-114.0,-17.0,-10.0
4,-115.95899,-18.64621,-17.002478,-114.0,-18.0,-14.0
5,-99.015114,-9.702546,0.6458517,-99.0,-11.0,-2.0
6,-108.15249,-17.937353,-13.473621,-109.0,-19.0,-20.0
7,-112.20172,-17.227345,-12.162344,-111.0,-18.0,-12.0
8,-113.5456,-15.998874,-10.626076,-112.0,-16.0,-9.0
9,-118.15414,-18.426323,-14.811319,-112.0,-15.0,-5.0
10,-112.26935,-17.436714,-12.000998,-113.0,-19.0,-15.0
11,-100.13807,-10.663416,-0.020768821,-102.0,-11.0,-4.0
12,-101.87852,-8.034406,1.7047229,-101.0,-8.0,2.0
13,-100.456635,-9.234794,2.7417977,-100.0,-10.0,2.0
14,-107.50805,-15.221015,-8.00737,-98.0,-10.0,2.0
15,-102.26358,-8.809766,1.5083597,-101.0,-8.0,1.0
16,-115.72008,-18.896795,-16.679201,-114.0,-19.5,-20.0
17,-117.95306,-18.541424,-14.694819,-112.0,-15.0,-5.0
18,-109.040596,-15.397426,-9.219197,-117.0,-19.5,-15.0
19,-114.98372,-11.424996,-5.231216,-115.0,-10.0,-4.0
20,-105.7564,-12.847205,-3.692373,-104.0,-13.0,-4.0
21,-102.14848,-8.613046,-0.20570785,-93.0,-7.0,4.0
22,-110.728836,-12.55598,-3.7507896,-111.0,-15.0,-6.0
23,-114.292694,-16.062023,-10.227106,-114.0,-16.0,-10.0
24,-114.80744,-11.259183,-5.111564,-115.0,-10.0,-4.0
25,-102.36213,-10.207757,0.15246737,-101.0,-10.0,1.0
26,-100.6805,-8.395677,2.7267275,-101.0,-8.0,1.0
27,-112.24386,-15.086841,-9.022625,-110.0,-16.0,-8.0
28,-97.84522,-10.385564,1.5027518,-95.0,-10.0,1.0
29,-105.608925,-7.5407577,-1.9324464,-104.0,-9.0,-2.0
30,-109.13503,-15.024692,-9.220429,-102.0,-14.0,-10.0
31,-101.54915,-10.192553,0.8127077,-100.0,-11.0,-1.0
32,-117.55321,-18.742107,-14.267848,-115.0,-19.5,-15.0
33,-117.95046,-18.722904,-16.47364,-140.0,-19.5,-16.0
34,-103.81382,-11.062577,-1.4415574,-100.0,-11.0,-1.0
35,-115.09095,-11.526679,-5.352457,-115.0,-10.0,-4.0
36,-101.762276,-10.08949,0.7740671,-100.0,-11.0,-1.0
37,-107.09476,-10.457099,-0.687715,-105.0,-8.0,5.0
38,-103.35647,-9.790933,-0.82511985,-103.0,-8.0,-1.0
39,-104.36148,-11.2801075,-3.1726508,-103.0,-12.0,-4.0
40,-109.03081,-15.0057,-9.110706,-110.0,-14.0,-8.0
41,-105.96029,-11.1512,-1.9973328,-106.0,-10.0,-2.0
42,-104.99148,-11.21957,-2.5599155,-104.0,-11.0,-1.0
43,-115.19683,-11.66763,-5.314835,-115.0,-10.0,-4.0
44,-113.03942,-15.949963,-11.14336,-112.0,-16.0,-9.0
45,-99.04338,-11.835769,-1.1402487,-99.0,-11.0,-2.0
46,-106.84267,-11.452779,-2.5559785,-106.0,-10.0,-2.0
47,-103.56774,-9.619155,-0.29136574,-101.0,-10.0,1.0
48,-114.79135,-16.08097,-10.172684,-114.0,-16.0,-10.0
49,-102.36181,-10.359698,0.12557536,-101.0,-10.0,1.0
50,-112.86408,-14.891646,-5.9652376,-111.0,-15.0,-6.0
51,-112.003685,-14.624076,-6.854083,-111.0,-15.0,-6.0
52,-103.07412,-10.918265,-0.29802015,-100.0,-11.0,-1.0
53,-104.93076,-11.770659,-2.093182,-106.0,-10.0,-2.0
54,-107.58694,-11.588927,-3.5199125,-115.0,-17.0,-11.0
55,-113.02568,-16.446268,-12.934885,-112.0,-16.0,-9.0
56,-112.34707,-16.537296,-11.108858,-107.0,-11.0,-3.0
57,-112.679115,-14.730464,-5.6364527,-111.0,-15.0,-6.0
58,-108.63035,-17.858637,-9.889647,-107.0,-17.0,-9.0
59,-112.56155,-13.403076,-6.6388364,-113.0,-15.0,-7.0
60,-104.612335,-12.714879,-3.030314,-104.0,-13.0,-4.0
61,-116.30659,-17.196436,-12.384628,-115.0,-18.0,-12.0
62,-98.67924,-10.738076,0.63253015,-95.0,-10.0,1.0
63,-103.07579,-9.952132,-0.14192575,-103.0,-9.0,-1.0
64,-103.571724,-9.440494,-1.350498,-104.0,-9.0,-3.0
65,-104.83756,-11.362216,-1.5727441,-106.0,-10.0,-2.0
66,-104.889694,-12.88729,-4.9843187,-108.0,-16.0,-11.0
67,-102.82342,-10.721424,-0.7923177,-103.0,-9.0,-1.0
68,-105.312256,-13.918538,-5.8612556,-108.0,-16.0,-10.0
69,-111.8686,-17.170876,-11.084908,-112.0,-17.0,-12.0
70,-104.099495,-12.326293,-4.034828,-100.0,-10.0,-1.0
71,-115.17335,-17.421616,-15.243778,-114.0,-18.0,-14.0
72,-95.87442,-12.607771,1.3843368,-95.0,-12.0,2.0
73,-100.03521,-7.7734118,1.9509561,-101.0,-8.0,1.0
74,-113.268394,-13.624472,-7.3119497,-113.0,-15.0,-7.0
75,-91.40168,-13.615287,-0.3569432,-89.0,-13.0,0.0
76,-106.810555,-15.047807,-7.890292,-108.0,-15.0,-9.0
77,-99.68752,-7.6545477,3.4898977,-101.0,-8.0,1.0
78,-112.243126,-12.08475,-7.4644756,-110.0,-11.0,-7.0
79,-103.95948,-10.952716,1.7384713,-104.0,-12.0,2.0
80,-106.09258,-9.514603,-1.8425609,-103.0,-8.0,-1.0
81,-107.33839,-11.086918,-2.9830258,-103.0,-9.0,-1.0
82,-111.860756,-14.524783,-6.4500303,-111.0,-15.0,-6.0
83,-107.91108,-7.879959,-1.9223412,-104.0,-9.0,-2.0
84,-111.31821,-14.246615,-4.420109,-111.0,-15.0,-6.0
85,-105.17812,-11.494013,-2.9011853,-103.0,-12.0,-4.0
86,-104.204,-10.264349,0.9913492,-104.0,-10.0,0.0
87,-102.494576,-9.839972,0.3265832,-101.0,-10.0,1.0
88,-104.099174,-7.6532135,-0.4622505,-103.0,-8.0,-1.0
89,-114.802864,-16.851494,-10.271434,-114.0,-17.0,-10.0
90,-111.43784,-17.369389,-11.813428,-108.0,-16.0,-10.0
91,-118.10419,-18.326714,-14.99736,-140.0,-19.5,-16.0
92,-109.48662,-11.4157715,-5.2869787,-110.0,-11.0,-7.0
93,-105.41357,-7.723025,-2.2563353,-104.0,-9.0,-2.0
94,-112.07502,-15.055677,-7.849271,-111.0,-15.0,-6.0
95,-116.52214,-19.418562,-19.028893,-118.0,-19.0,-20.0
96,-106.183525,-9.26496,-0.6026636,-103.0,-12.0,-4.0
97,-102.096565,-9.151364,0.20710272,-104.0,-11.0,-1.0
98,-107.69642,-8.977342,-1.4107014,-106.0,-9.0,-1.0
99,-114.108315,-10.816193,-4.5679684,-115.0,-10.0,-4.0
100,-117.689156,-18.703674,-14.630417,-114.0,-19.5,-16.0
101,-91.72988,-13.420871,0.17401773,-89.0,-13.0,0.0
102,-111.00537,-11.687321,-7.157735,-110.0,-11.0,-7.0
103,-108.428276,-16.103622,-9.696553,-111.0,-18.0,-15.0
104,-113.42533,-18.761475,-13.711792,-111.0,-18.0,-12.0
105,-105.54887,-13.196086,-5.010557,-108.0,-16.0,-10.0
106,-104.44001,-9.326068,0.9551677,-104.0,-10.0,0.0
107,-110.64777,-17.67902,-9.710367,-107.0,-17.0,-9.0
108,-103.39597,-9.473185,0.14976785,-104.0,-11.0,-1.0
109,-104.34313,-11.598843,-2.4473102,-100.0,-11.0,-1.0
110,-104.20219,-8.689631,-0.58115286,-103.0,-8.0,-1.0
111,-117.369194,-18.860573,-14.472601,-107.0,-13.0,-5.0
112,-108.766884,-15.668386,-8.937252,-112.0,-17.0,-12.0
113,-117.37712,-18.862091,-14.502793,-114.0,-19.5,-16.0
114,-102.13101,-13.587448,-4.294144,-100.0,-14.0,-3.0
115,-115.651184,-19.382519,-14.562965,-113.0,-19.0,-14.0
116,-101.62111,-10.885583,-0.09010941,-100.0,-11.0,-1.0
117,-105.4567,-7.6289043,-2.0830002,-104.0,-9.0,-2.0
