model,metric,split,size,value
Ensemble,mae,cross,0.2,6.422938629141754
Ensemble,rmse,cross,0.2,8.794608583967978
LinReg,mae,test,0.3,2.249993721336267
LinReg,rmse,test,0.3,3.5227072871972966
LinReg,mae,cross,0.3,30.678893054001932
LinReg,rmse,cross,0.3,31.30612438830972
ANN,mae,test,0.3,1.5004348754882812
ANN,rmse,test,0.3,2.7153302282368124
ANN,mae,cross,0.3,2.7919540405273438
ANN,rmse,cross,0.3,4.343427833925118
IDW,mae,test,0.3,0.9943134161801837
IDW,rmse,test,0.3,2.2343084892683787
IDW,mae,cross,0.3,9.34555859621976
IDW,rmse,cross,0.3,10.5013905491457
Kriging,mae,test,0.3,3.118773946357237
Kriging,rmse,test,0.3,5.0759673393121325
Kriging,mae,cross,0.3,10.881226053642706
Kriging,rmse,cross,0.3,11.709354307115236
Ensemble,mae,test,0.3,0.877132191878971
Ensemble,rmse,test,0.3,2.0041206570276637
Ensemble,mae,cross,0.3,6.318450449414556
Ensemble,rmse,cross,0.3,8.683705987452958
LinReg,mae,test,0.4,2.170838695899789
LinReg,rmse,test,0.4,3.449011529221321
LinReg,mae,cross,0.4,29.570450559518136
LinReg,rmse,cross,0.4,30.21253508062926
ANN,mae,test,0.4,1.6334762573242188
ANN,rmse,test,0.4,2.8103916275140537
ANN,mae,cross,0.4,3.0403976440429688
ANN,rmse,cross,0.4,4.607753355251044
IDW,mae,test,0.4,1.0493244007540738
IDW,rmse,test,0.4,2.455446634355745
IDW,mae,cross,0.4,9.23813101446828
IDW,rmse,cross,0.4,10.41942764144619
Kriging,mae,test,0.4,3.142857142853117
Kriging,rmse,test,0.4,5.327497204990658
Kriging,mae,cross,0.4,10.857142857146854
Kriging,rmse,cross,0.4,11.687335415797971
Ensemble,mae,test,0.4,0.9196945970085721
Ensemble,rmse,test,0.4,2.1698317818092545
Ensemble,mae,cross,0.4,6.3949985607652025
Ensemble,rmse,cross,0.4,8.755096526595498
LinReg,mae,test,0.5,2.021258416215751
LinReg,rmse,test,0.5,3.416344695683969
LinReg,mae,cross,0.5,28.690898456070556
LinReg,rmse,cross,0.5,29.35443247640214
ANN,mae,test,0.5,1.78936767578125
ANN,rmse,test,0.5,2.832606673933186
ANN,mae,cross,0.5,2.9690475463867188
ANN,rmse,cross,0.5,4.403903370816677
IDW,mae,test,0.5,1.0852181648678254
IDW,rmse,test,0.5,2.4785047279321146
IDW,mae,cross,0.5,9.20128011650965
IDW,rmse,cross,0.5,10.394366092768353
Kriging,mae,test,0.5,3.1528150134024955
Kriging,rmse,test,0.5,5.189285944894237
Kriging,mae,cross,0.5,10.847184986597412
Kriging,rmse,cross,0.5,11.67823347128801
Ensemble,mae,test,0.5,1.0999467538796708
Ensemble,rmse,test,0.5,2.2597640500234304
Ensemble,mae,cross,0.5,6.337056896880213
Ensemble,rmse,cross,0.5,8.701312924836715
LinReg,mae,test,0.1,1.8714983086255756
LinReg,rmse,test,0.1,2.915523872053498
LinReg,mae,cross,0.1,30.292814950093415
LinReg,rmse,cross,0.1,30.925302470813534
ANN,mae,test,0.1,1.5472259521484375
ANN,rmse,test,0.1,2.565480827318275
ANN,mae,cross,0.1,4.164215087890625
ANN,rmse,cross,0.1,5.018857280955445
IDW,mae,test,0.1,1.1023982000684072
IDW,rmse,test,0.1,2.1017570477484218
IDW,mae,cross,0.1,9.391364235514402
IDW,rmse,cross,0.1,10.56011336969669
Kriging,mae,test,0.1,2.925595238320696
Kriging,rmse,test,0.1,5.5150809774076
Kriging,mae,cross,0.1,10.925595238413209
Kriging,rmse,cross,0.1,11.749941567599848
Ensemble,mae,test,0.1,0.7080631366019645
Ensemble,rmse,test,0.1,1.8419795696668215
Ensemble,mae,cross,0.1,6.587320545453295
Ensemble,rmse,cross,0.1,8.86614021595656
LinReg,mae,test,0.2,1.888079488616409
LinReg,rmse,test,0.2,3.2897127069903616
LinReg,mae,cross,0.2,29.746770285260737
LinReg,rmse,cross,0.2,30.391863994485387
ANN,mae,test,0.2,1.6542320251464844
ANN,rmse,test,0.2,2.7581263261601694
ANN,mae,cross,0.2,3.0825271606445312
ANN,rmse,cross,0.2,4.394038573130196
IDW,mae,test,0.2,0.9726996537435468
IDW,rmse,test,0.2,2.1691243944180707
IDW,mae,cross,0.2,9.31532677784196
IDW,rmse,cross,0.2,10.508139930159373
Kriging,mae,test,0.2,2.968174204356494
Kriging,rmse,test,0.2,5.082441050405038
Kriging,mae,cross,0.2,10.968174204356202
Kriging,rmse,cross,0.2,11.788916831145794
Ensemble,mae,test,0.2,0.6589213878161679
Ensemble,rmse,test,0.2,1.8943691040905999
Ensemble,mae,cross,0.2,6.5969112646909736
Ensemble,rmse,cross,0.2,8.840329434019255
LinReg,mae,test,0.3,1.8562312317825445
LinReg,rmse,test,0.3,3.371362861111362
LinReg,mae,cross,0.3,30.361529538663888
LinReg,rmse,cross,0.3,30.982705316225584
ANN,mae,test,0.3,1.6533317565917969
ANN,rmse,test,0.3,2.8748870668879243
ANN,mae,cross,0.3,2.7424087524414062
ANN,rmse,cross,0.3,4.34798360299119
IDW,mae,test,0.3,0.9427461686061207
IDW,rmse,test,0.3,2.07132316781847
IDW,mae,cross,0.3,9.136372050476268
IDW,rmse,cross,0.3,10.363881242090326
Kriging,mae,test,0.3,2.8582375478811173
Kriging,rmse,test,0.3,4.705357230317598
Kriging,mae,cross,0.3,10.858237547881117
Kriging,rmse,cross,0.3,11.688336097841413
Ensemble,mae,test,0.3,0.7979659647659147
Ensemble,rmse,test,0.3,1.882284621136976
Ensemble,mae,cross,0.3,6.617144269529561
Ensemble,rmse,cross,0.3,8.815624752415758
LinReg,mae,test,0.4,1.900992638835561
LinReg,rmse,test,0.4,3.5842865196064606
LinReg,mae,cross,0.4,30.693669771172353
LinReg,rmse,cross,0.4,31.35555046218472
ANN,mae,test,0.4,1.64959716796875
ANN,rmse,test,0.4,3.0574100629345717
ANN,mae,cross,0.4,2.2754058837890625
ANN,rmse,cross,0.4,4.678528026758766
IDW,mae,test,0.4,1.1251599813575552
IDW,rmse,test,0.4,2.488861981259308
IDW,mae,cross,0.4,9.457226984613953
IDW,rmse,cross,0.4,10.606327134326802
Kriging,mae,test,0.4,2.9910714285721554
Kriging,rmse,test,0.4,4.932544860975574
Kriging,mae,cross,0.4,11.008928571429053
Kriging,rmse,cross,0.4,11.826245198406697
Ensemble,mae,test,0.4,0.9060611864210557
Ensemble,rmse,test,0.4,2.519676807782742
Ensemble,mae,cross,0.4,6.788584169960714
Ensemble,rmse,cross,0.4,8.95816613958057
LinReg,mae,test,0.5,1.9622602769564246
LinReg,rmse,test,0.5,3.6327965625872136
