Method,Test Size,MAE
IDW,0.1,0.3664439104761622
Kriging,0.1,0.5534796433761756
Ensemble,0.1,0.6214039634885838
U-Net,0.1,0.2639007167984346
Splatformer,0.1,1.1077810525894165
U-Net,0.1,0.2639007167984346
IDW,0.1,0.6603605611750837
Kriging,0.1,0.7235592120300588
Ensemble,0.1,0.5361457157650099
U-Net,0.1,2.1178370288229145
Splatformer,0.1,0.9137477278709412
U-Net,0.1,2.1178370288229145
IDW,0.2,0.5188529906696641
Kriging,0.2,0.6006600961291971
Ensemble,0.2,0.4525975323520486
U-Net,0.2,0.49358169663053914
Splatformer,0.2,1.0980546474456787
U-Net,0.2,0.49358169663053914
IDW,0.2,0.55468659698922
Kriging,0.2,0.6660328913316873
Ensemble,0.2,0.9244015459220196
U-Net,0.2,0.495075424794451
Splatformer,0.2,1.1969480514526367
U-Net,0.2,0.495075424794451
IDW,0.3,0.6188080605622965
Kriging,0.3,0.5550960168022848
Ensemble,0.3,0.722759355629858
U-Net,0.3,1.1939358118239778
Splatformer,0.3,1.0417548418045044
U-Net,0.3,1.1939358118239778
IDW,0.3,0.6399801540868443
Kriging,0.3,0.686133547421796
Ensemble,0.3,0.5246469271858905
U-Net,0.3,0.4928275874127495
Splatformer,0.3,0.6551157832145691
U-Net,0.3,0.4928275874127495
IDW,0.4,0.5439322056737006
Kriging,0.4,0.579234098922159
Ensemble,0.4,0.5264647649976851
U-Net,0.4,0.4955598059533806
Splatformer,0.4,0.9701375961303711
U-Net,0.4,0.4955598059533806
IDW,0.4,0.5095229566168659
Kriging,0.4,0.5713806874876984
Ensemble,0.4,0.4900696909683729
U-Net,0.4,1.171774008241754
Splatformer,0.4,1.13846755027771
U-Net,0.4,1.171774008241754
IDW,0.5,0.6981550688303549
Kriging,0.5,0.753099410851315
Ensemble,0.5,0.7235881964373104
U-Net,0.5,0.5617822250287192
Splatformer,0.5,1.0553114414215088
U-Net,0.5,0.5617822250287192
IDW,0.5,0.657394445364281
Kriging,0.5,0.6104832489055984
Ensemble,0.5,0.808591398408297
U-Net,0.5,0.5758905930185727
Splatformer,0.5,0.8489555716514587
U-Net,0.5,0.5758905930185727
