Method,Test Size,MAE
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.2271238354006395
Splatformer,0.1,0.7001166939735413
U-Net,0.1,1.2271238354006395
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.1194421768405314
Splatformer,0.1,0.48113226890563965
U-Net,0.1,1.1194421768405314
IDW,0.2,0.3347251847423868
Kriging,0.2,0.4479576758958457
Ensemble,0.2,0.2582220229499434
U-Net,0.2,2.552128605161786
Splatformer,0.2,0.823417067527771
U-Net,0.2,2.552128605161786
IDW,0.2,0.3347251847423868
Kriging,0.2,0.4479576758958457
Ensemble,0.2,0.2582220229499434
U-Net,0.2,2.5954350863259354
Splatformer,0.2,0.7236946821212769
U-Net,0.2,2.5954350863259354
IDW,0.3,0.3409863086557172
Kriging,0.3,0.44964589972127156
Ensemble,0.3,0.3100313094342164
U-Net,0.3,0.7086709425445348
Splatformer,0.3,0.49712061882019043
U-Net,0.3,0.7086709425445348
IDW,0.3,0.3409863086557172
Kriging,0.3,0.44964589972127156
Ensemble,0.3,0.3100313094342164
U-Net,0.3,0.8231509176987284
Splatformer,0.3,0.6525242328643799
U-Net,0.3,0.8231509176987284
IDW,0.4,0.34112933609951285
Kriging,0.4,0.4505802345495508
Ensemble,0.4,0.30961186195939744
U-Net,0.4,0.6358778992700778
Splatformer,0.4,0.6313258409500122
U-Net,0.4,0.6358778992700778
IDW,0.4,0.34112933609951285
Kriging,0.4,0.4505802345495508
Ensemble,0.4,0.30961186195939744
U-Net,0.4,0.6211286612736036
Splatformer,0.4,0.5229613184928894
U-Net,0.4,0.6211286612736036
IDW,0.5,0.35910619406531813
Kriging,0.5,0.4701048051465322
Ensemble,0.5,0.3472613226598256
U-Net,0.5,0.7048212725704243
Splatformer,0.5,0.4604887366294861
U-Net,0.5,0.7048212725704243
IDW,0.5,0.35910619406531813
Kriging,0.5,0.4701048051465322
Ensemble,0.5,0.3472613226598256
U-Net,0.5,0.6143832989353423
Splatformer,0.5,0.4843389689922333
U-Net,0.5,0.6143832989353423
