Method,Test Size,MAE
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.0339825640379792
[OURS] Splatformer,0.1,0.16789177060127258
U-Net,0.1,1.0339825640379792
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.0387121626045306
[OURS] Splatformer,0.1,0.12262281775474548
U-Net,0.1,1.0387121626045306
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.0121707872181358
[OURS] Splatformer,0.1,0.18759101629257202
U-Net,0.1,1.0121707872181358
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,0.9923320490336897
[OURS] Splatformer,0.1,0.2659126818180084
U-Net,0.1,0.9923320490336897
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.2325686022532711
[OURS] Splatformer,0.1,0.13555358350276947
U-Net,0.1,1.2325686022532711
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,0.8583652613629749
[OURS] Splatformer,0.1,0.16540835797786713
U-Net,0.1,0.8583652613629749
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,0.9246615828811207
[OURS] Splatformer,0.1,0.16122664511203766
U-Net,0.1,0.9246615828811207
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,0.9229148136206322
[OURS] Splatformer,0.1,0.244430810213089
U-Net,0.1,0.9229148136206322
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,1.0389842351965455
[OURS] Splatformer,0.1,0.25699296593666077
U-Net,0.1,1.0389842351965455
IDW,0.1,0.3940826904014444
Kriging,0.1,0.5030501635254131
Ensemble,0.1,0.3680365147971743
U-Net,0.1,0.8815337832211535
[OURS] Splatformer,0.1,0.23580823838710785
U-Net,0.1,0.8815337832211535
