Method,Test Size,MAE
IDW,0.1,0.3664439104761622
Kriging,0.1,0.5534796433761756
Ensemble,0.1,0.6214039634885838
U-Net,0.1,0.23968065752305565
Splatformer,0.1,2.0822954177856445
U-Net,0.1,0.23968065752305565
IDW,0.2,0.7486637907660361
Kriging,0.2,0.674948770392174
Ensemble,0.2,0.672431846118498
U-Net,0.2,6.086897321487042
Splatformer,0.2,1.6615217924118042
U-Net,0.2,6.086897321487042
IDW,0.3,0.6074822579395355
Kriging,0.3,0.44944486794327726
Ensemble,0.3,0.5772496891093007
U-Net,0.3,0.5586737562604791
Splatformer,0.3,0.6469462513923645
U-Net,0.3,0.5586737562604791
IDW,0.4,0.623324985553059
Kriging,0.4,0.631970667155163
Ensemble,0.4,0.4958542598411058
U-Net,0.4,0.5711296751334364
Splatformer,0.4,1.738341212272644
U-Net,0.4,0.5711296751334364
IDW,0.5,0.49477385021453096
Kriging,0.5,0.46921917177559525
Ensemble,0.5,0.5757315100121104
U-Net,0.5,0.5780971564293007
Splatformer,0.5,1.1181871891021729
U-Net,0.5,0.5780971564293007
