,predicted_rsrp,predicted_rsrq,predicted_sinr,true_rsrp,true_rsrq,true_sinr
0,-106.94711,-19.554468,-15.489075,-103,-19.0,-15
1,-106.86687,-19.574997,-15.481199,-103,-19.0,-15
2,-106.721085,-19.609383,-15.523927,-103,-19.0,-15
3,-106.53144,-19.717308,-15.726853,-103,-19.0,-15
4,-105.58348,-19.745075,-15.706273,-103,-19.0,-15
5,-90.11599,-13.60586,-0.03652463,-89,-13.0,0
6,-90.05789,-13.4826565,0.14084747,-89,-13.0,0
7,-90.58352,-13.518153,-0.16762957,-89,-13.0,0
8,-90.70491,-13.462041,-0.085399725,-89,-13.0,0
9,-90.89447,-13.48417,-0.18790546,-89,-13.0,0
10,-91.04335,-13.483221,-0.2333655,-89,-13.0,0
11,-91.155075,-13.37114,-0.0053487774,-89,-13.0,0
12,-91.209656,-13.405237,-0.09715507,-89,-13.0,0
13,-91.24479,-13.419083,-0.12908319,-89,-13.0,0
14,-91.73891,-13.187048,0.332262,-89,-13.0,0
15,-92.02106,-13.143305,0.45484617,-89,-13.0,0
16,-92.57948,-13.088984,0.63922656,-95,-12.0,2
17,-99.59442,-14.490953,-1.6928811,-95,-12.0,2
18,-106.68324,-16.702578,-7.0331893,-107,-17.0,-9
19,-107.953865,-16.825344,-7.9111614,-107,-17.0,-9
20,-108.38788,-16.919586,-8.080676,-107,-17.0,-9
21,-96.664696,-10.597278,1.5828623,-96,-10.0,2
22,-96.4669,-9.540461,2.5388598,-96,-10.0,2
23,-108.538315,-17.46443,-9.74928,-108,-18.0,-9
24,-109.87012,-19.048717,-13.7809725,-108,-18.0,-9
25,-110.55802,-20.316532,-17.667246,-109,-19.5,-19
26,-109.43587,-21.081028,-20.797867,-109,-19.5,-19
27,-97.38394,-10.413612,1.019143,-95,-10.0,1
28,-97.51729,-10.259939,1.191952,-95,-10.0,1
29,-97.4129,-10.219314,1.3397368,-95,-10.0,1
30,-97.198074,-10.271736,1.2818666,-95,-10.0,1
31,-97.187675,-10.285104,1.2691088,-95,-10.0,1
32,-94.5693,-9.626848,1.5830452,-95,-10.0,1
33,-97.08397,-10.886898,-0.9929497,-95,-10.0,1
34,-107.342026,-15.882563,-11.123115,-115,-19.0,-20
35,-115.749664,-17.82711,-11.969569,-114,-17.0,-10
36,-115.88445,-17.579327,-11.449462,-114,-17.0,-10
37,-115.23616,-16.681301,-9.187421,-114,-17.0,-10
38,-115.30325,-16.717356,-9.240792,-114,-17.0,-10
39,-115.32881,-16.66139,-9.242457,-114,-17.0,-10
40,-115.39749,-16.693869,-9.3761,-114,-17.0,-10
41,-115.0729,-18.071533,-11.544612,-114,-17.0,-10
42,-114.39759,-17.815092,-11.129234,-114,-17.0,-10
43,-102.75075,-8.275595,-1.1007202,-100,-7.0,0
44,-102.11076,-7.5263247,-0.45027933,-100,-7.0,0
45,-101.64637,-7.1536603,0.16168466,-100,-7.0,0
46,-101.115585,-6.8926044,0.77165043,-100,-7.0,0
47,-100.909966,-6.921899,1.3063107,-100,-7.0,0
48,-101.03555,-7.115765,1.3698542,-100,-7.0,0
49,-101.62265,-7.42546,0.1358042,-100,-7.0,0
50,-108.48016,-15.007101,-6.866021,-108,-19.5,-13
51,-104.73924,-12.751867,-2.6967988,-100,-11.0,-1
52,-103.04666,-11.650652,-0.90553886,-100,-11.0,-1
53,-103.126236,-11.636919,-0.9134742,-100,-11.0,-1
54,-103.09335,-11.5444145,-0.81155837,-100,-11.0,-1
55,-103.08179,-11.401709,-0.7261973,-100,-11.0,-1
