,predicted_rsrp,predicted_rsrq,predicted_sinr,true_rsrp,true_rsrq,true_sinr
0,-108.99434,-17.80462,-15.829135,-118.0,-16.0,-20.0
1,-109.984116,-16.55564,-12.332607,-118.0,-15.0,-10.0
2,-109.98482,-16.60857,-12.583057,-118.0,-15.0,-10.0
3,-109.97095,-16.668602,-12.819443,-118.0,-15.0,-20.0
4,-109.95375,-16.733934,-12.992956,-117.0,-14.0,-9.0
5,-109.930725,-16.818144,-13.147999,-118.0,-16.0,-20.0
6,-109.935776,-16.822168,-13.096642,-118.0,-16.0,-20.0
7,-109.91746,-16.882067,-13.199941,-117.0,-16.0,-9.0
8,-109.91,-16.922472,-13.2355385,-117.0,-16.0,-9.0
9,-110.0061,-16.83549,-12.190371,-117.0,-16.0,-9.0
10,-110.0014,-16.871035,-12.21816,-117.0,-16.0,-9.0
11,-109.974335,-16.74846,-11.496203,-117.0,-16.0,-9.0
12,-109.968765,-16.758907,-11.4957905,-117.0,-16.0,-9.0
13,-109.991,-16.482054,-11.75119,-117.0,-16.0,-9.0
14,-109.99234,-16.515635,-11.790192,-117.0,-16.0,-9.0
15,-109.99534,-16.58637,-11.898825,-117.0,-16.0,-9.0
16,-110.00156,-16.708874,-12.069166,-117.0,-16.0,-9.0
17,-109.88044,-17.215923,-13.291813,-118.0,-17.0,-20.0
18,-109.88339,-17.206652,-13.260056,-116.0,-16.0,-11.0
19,-109.94403,-17.054312,-12.832489,-116.0,-16.0,-11.0
20,-109.96021,-16.989717,-12.701895,-116.0,-16.0,-11.0
21,-109.94986,-17.04904,-12.736041,-116.0,-16.0,-11.0
22,-109.97888,-16.76972,-12.135388,-116.0,-16.0,-11.0
23,-109.98428,-16.659735,-11.967077,-116.0,-16.0,-11.0
24,-109.87382,-16.046093,-10.947476,-116.0,-16.0,-11.0
25,-109.75404,-15.662048,-10.451971,-116.0,-16.0,-11.0
26,-109.53316,-15.173777,-9.836679,-116.0,-16.0,-11.0
27,-109.166626,-14.568352,-9.1274,-116.0,-16.0,-11.0
28,-101.72754,-9.37612,-1.6640702,-98.0,-8.0,0.0
29,-100.77805,-8.840147,-0.90918595,-98.0,-8.0,0.0
30,-97.89456,-7.4218526,0.8832168,-98.0,-8.0,0.0
31,-97.88977,-7.4474673,0.8799446,-98.0,-8.0,0.0
32,-98.02243,-7.5268254,0.8977229,-98.0,-8.0,0.0
33,-97.92374,-7.537275,0.8349544,-98.0,-8.0,0.0
34,-98.010605,-7.537058,0.7636872,-98.0,-8.0,0.0
35,-97.951,-7.6178174,0.7339639,-98.0,-8.0,0.0
36,-97.878265,-7.7183356,0.56982684,-98.0,-8.0,0.0
37,-98.03346,-8.081186,0.47026256,-98.0,-8.0,0.0
38,-102.39037,-17.246311,-10.663692,-101.0,-17.0,-10.0
39,-102.400185,-17.394445,-10.852469,-101.0,-17.0,-10.0
40,-102.29083,-17.440035,-10.37438,-101.0,-17.0,-10.0
41,-102.17388,-17.367758,-10.589544,-101.0,-17.0,-10.0
42,-102.17598,-17.458874,-10.686536,-101.0,-17.0,-10.0
43,-102.04959,-17.458157,-10.380705,-101.0,-17.0,-10.0
44,-102.03845,-17.41989,-10.446915,-101.0,-17.0,-10.0
45,-102.008194,-17.347908,-10.606792,-101.0,-17.0,-10.0
46,-101.8423,-17.221924,-10.466199,-101.0,-17.0,-10.0
47,-102.02878,-17.177866,-10.210878,-101.0,-17.0,-10.0
48,-101.97092,-17.005106,-10.162107,-101.0,-17.0,-10.0
49,-102.607605,-15.964573,-7.8649063,-101.0,-17.0,-10.0
50,-103.06819,-15.565263,-7.114529,-103.0,-13.0,-3.0
