,pred,real
687,-63.635315,-63.0
688,-63.763622,-63.0
689,-63.671974,-63.0
690,-63.607723,-63.0
691,-63.539055,-63.0
692,-63.60693,-63.0
693,-63.45258,-63.0
694,-63.81808,-63.0
695,-64.02247,-63.0
696,-64.006935,-63.0
697,-64.10273,-63.0
698,-64.069336,-63.0
699,-64.063835,-63.0
700,-63.93371,-65.0
701,-69.41791,-69.0
702,-68.32286,-69.0
703,-67.359436,-65.0
704,-66.50894,-65.0
705,-64.29214,-65.0
706,-64.73361,-63.0
707,-63.760773,-63.0
708,-63.06626,-63.0
709,-62.6504,-61.0
710,-62.35659,-61.0
711,-62.01586,-61.0
712,-61.783073,-61.0
713,-61.772064,-61.0
714,-61.93187,-61.0
715,-62.504295,-61.0
716,-63.020775,-63.0
717,-62.62261,-63.0
718,-62.009537,-63.0
719,-61.461266,-63.0
720,-61.588703,-63.0
721,-60.46884,-63.0
722,-59.46714,-59.0
723,-59.60794,-59.0
724,-60.28719,-59.0
725,-70.61164,-67.0
726,-68.932434,-67.0
727,-71.74023,-71.0
728,-72.26325,-71.0
729,-71.74488,-71.0
730,-68.92644,-71.0
731,-65.293,-63.0
732,-65.22266,-63.0
733,-64.60976,-67.0
734,-66.469826,-67.0
735,-68.93388,-67.0
736,-70.64812,-67.0
737,-71.197205,-67.0
738,-70.95241,-67.0
739,-72.123634,-75.0
740,-74.27125,-75.0
741,-76.082146,-75.0
742,-76.92725,-75.0
743,-76.130424,-75.0
744,-76.35975,-75.0
745,-76.6871,-75.0
746,-76.6635,-75.0
