,predicted_rsrp,predicted_rsrq,predicted_sinr,true_rsrp,true_rsrq,true_sinr
0,-93.552475,-8.855496,0.25487125,-93.0,-9.0,0.0
1,-94.99101,-11.552164,-3.2255168,-95.0,-12.0,-5.0
2,-95.479546,-16.365095,-8.372741,-95.0,-16.0,-8.0
3,-90.07182,-10.68549,-4.912214,-89.0,-10.0,-4.0
4,-88.369415,-8.81001,-4.578498,-89.0,-10.0,-4.0
5,-109.92101,-17.017256,-11.165998,-116.0,-16.0,-11.0
6,-94.33486,-15.4088955,-13.601652,-93.0,-14.0,-12.0
7,-89.76267,-10.022801,-3.0311007,-89.0,-10.0,-3.0
8,-94.80667,-7.4491057,-2.187091,-94.0,-8.0,-3.0
9,-90.30148,-10.262244,-4.8065085,-89.0,-10.0,-4.0
10,-102.32843,-17.470882,-9.770108,-103.0,-13.0,-3.0
11,-93.597374,-8.661009,-0.31446105,-93.0,-9.0,0.0
12,-86.73256,-8.403457,-3.875578,-86.0,-8.0,-4.0
13,-101.7561,-20.139511,-12.857661,-101.0,-19.0,-12.0
14,-100.44203,-13.348728,-5.437719,-98.0,-12.0,-6.0
15,-90.915016,-7.804014,-5.8368874,-90.0,-8.0,-6.0
16,-99.60827,-14.209089,-7.5450964,-98.0,-12.0,-6.0
17,-109.931,-16.842194,-11.0090475,-117.0,-16.0,-9.0
18,-95.93393,-8.7921295,-0.15443093,-95.0,-9.0,0.0
19,-100.246994,-13.35511,-7.2992587,-98.0,-12.0,-6.0
20,-95.28913,-16.691925,-11.942758,-94.0,-16.0,-11.0
21,-93.95723,-15.030533,-17.607035,-93.0,-14.0,-20.0
22,-105.60484,-20.419624,-12.485307,-105.0,-19.5,-11.0
23,-88.34367,-9.285636,-4.7458057,-88.0,-10.0,-4.0
24,-94.14168,-13.886858,-10.1828985,-91.0,-12.0,-8.0
25,-89.57136,-10.252895,-4.4843106,-89.0,-10.0,-4.0
26,-90.73951,-12.446144,-7.791611,-89.0,-13.0,-7.0
27,-89.950035,-10.80247,-7.509623,-88.0,-9.0,-7.0
28,-103.12303,-18.04628,-11.913619,-103.0,-17.0,-11.0
29,-99.787735,-17.761147,-14.502553,-98.0,-17.0,-11.0
30,-88.374756,-6.7442575,-2.4525344,-88.0,-7.0,-3.0
31,-97.25427,-11.847072,-9.228513,-96.0,-10.0,-8.0
32,-97.3318,-15.971153,-12.111382,-96.0,-15.0,-12.0
33,-87.61157,-9.431128,-3.2592187,-88.0,-10.0,-4.0
34,-97.93265,-12.293806,-1.2949215,-97.0,-12.0,-2.0
35,-93.39334,-12.519817,-10.349882,-91.0,-13.0,-11.0
36,-92.895485,-8.606097,-10.7982235,-92.0,-8.0,-10.0
37,-94.82197,-8.498323,0.61663055,-92.0,-7.0,4.0
38,-92.700455,-15.849963,-11.396541,-92.0,-15.0,-11.0
39,-95.34776,-13.839432,-8.901152,-94.0,-14.0,-8.0
40,-101.65056,-14.521386,-9.397998,-100.0,-14.0,-8.0
41,-94.86244,-8.122441,0.34302473,-95.0,-9.0,0.0
42,-101.08437,-17.825666,-10.907168,-101.0,-17.0,-10.0
43,-103.56796,-18.75452,-20.449371,-102.0,-18.0,-20.0
44,-90.583755,-8.5293865,1.9347702,-91.0,-9.0,4.0
45,-91.30027,-10.389879,-8.535975,-89.0,-11.0,-10.0
46,-99.905914,-17.578274,-20.60198,-97.0,-17.0,-20.0
47,-103.83719,-20.264526,-13.131343,-103.0,-19.0,-14.0
48,-102.0311,-14.632151,-9.336972,-100.0,-14.0,-8.0
49,-97.803314,-7.561766,0.69879246,-98.0,-8.0,0.0
50,-91.12715,-7.4045086,-6.469442,-90.0,-8.0,-6.0
51,-101.13337,-17.869154,-10.997575,-101.0,-17.0,-10.0
52,-93.02216,-8.95783,0.38368,-93.0,-9.0,0.0
53,-104.03627,-17.781487,-13.1699915,-103.0,-17.0,-11.0
54,-90.20778,-11.60132,-7.4726696,-89.0,-13.0,-7.0
55,-94.15918,-11.38803,-5.9764113,-93.0,-10.0,-6.0
56,-93.55058,-11.949965,2.9515111,-93.0,-14.0,2.0
57,-94.50958,-7.7907257,-0.49216145,-94.0,-8.0,-1.0
58,-95.18127,-8.15847,0.1835137,-95.0,-9.0,0.0
59,-97.99425,-12.922887,-2.1510975,-97.0,-12.0,-2.0
60,-103.73872,-13.0995035,-3.334941,-103.0,-13.0,-3.0
61,-88.27852,-10.202114,-0.16483098,-87.0,-10.0,1.0
62,-88.888626,-8.344454,-6.0958877,-88.0,-7.0,-3.0
63,-93.02649,-8.817787,-10.770375,-92.0,-8.0,-10.0
64,-92.6716,-11.066163,-3.3889751,-92.0,-11.0,-4.0
65,-96.33909,-15.378732,-12.055797,-95.0,-14.0,-11.0
66,-92.602325,-11.16078,-3.485591,-92.0,-11.0,-4.0
67,-97.43356,-12.423532,-7.2115164,-96.0,-12.0,-6.0
68,-103.8903,-17.9142,-11.043987,-103.0,-17.0,-11.0
69,-90.76976,-11.179035,-9.228065,-90.0,-10.0,-6.0
70,-103.46675,-18.651272,-13.122391,-103.0,-17.0,-11.0
71,-94.28039,-10.8501835,-5.5240307,-93.0,-10.0,-6.0
72,-95.89577,-15.570869,-11.122914,-98.0,-17.0,-12.0
73,-94.41805,-8.313593,-2.6278365,-94.0,-8.0,-3.0
74,-88.57767,-9.116299,-2.5783887,-89.0,-12.0,-5.0
75,-89.63269,-9.766219,-2.578443,-89.0,-10.0,-3.0
76,-95.33664,-16.070427,-11.554317,-94.0,-16.0,-11.0
77,-93.791084,-8.896664,-5.972182,-94.0,-9.0,-7.0
78,-88.77713,-7.629236,-5.1308064,-88.0,-7.0,-3.0
79,-96.97594,-15.434247,-12.019835,-97.0,-15.0,-9.0
80,-91.04007,-11.928941,-4.3388042,-87.0,-11.0,-1.0
81,-94.99406,-14.08787,-10.080703,-94.0,-14.0,-10.0
82,-98.600006,-17.686789,-11.09913,-98.0,-17.0,-11.0
83,-109.89641,-17.545517,-14.639474,-118.0,-17.0,-20.0
84,-91.08251,-8.336758,0.488796,-92.0,-9.0,-1.0
85,-94.81477,-14.663906,-13.527727,-93.0,-14.0,-12.0
86,-88.5327,-6.8451037,-3.5041378,-88.0,-7.0,-3.0
