Test Size,RSRP-MAE,RSRQ-MAE,SINR-MAE
0.1,1.547512690226237,0.601076718597185,1.0993377691400903
0.2,2.205099888582725,0.7237341455878126,1.1960353044359329
0.3,1.6975969921126677,0.7305703510269808,1.3231785296180583
0.4,2.0425171681812833,0.9054839685559273,1.7275769331109976
0.5,1.4387130737304688,0.5435223975705717,0.9254206108184027
0.1,1.5106802440824962,0.6071486700148809,1.1513018198754816
0.2,1.6280612402425538,0.6178966447136909,1.3285854439714446
0.3,1.750429730762467,0.5926081321248606,1.06850017238965
0.4,1.8387411832809448,0.5914450607129506,1.1753865451859642
0.5,1.5423592575114151,0.6232161394073241,1.1518374554433388
0.1,1.264362755275908,0.6392343058472588,1.104034948733724
0.2,1.4757301931205506,0.6006315501291348,1.152269248298402
0.3,1.6937611020844558,0.7451635503220833,1.3808305455921253
0.4,1.8234445026942663,0.7697602840406554,1.4935459393475736
0.5,1.362323975754807,0.5245837679497358,1.0377456285359072
0.1,2.0370118731544133,0.6739482766106015,1.02880622876165
0.2,1.7144255007132014,0.6630797689683873,1.2665723535034126
0.3,1.5771374464948515,0.5705784700839456,1.0638545987149879
0.4,1.6884285381862096,0.6151538161294801,1.0956560884535844
0.5,1.720517544580209,0.5573830706823927,0.8509829324013466
0.1,1.406006824402582,0.7430254682188943,1.2592073622259445
0.2,1.564467425322413,0.6508285795623933,1.233064488050726
0.3,1.9922684417373833,0.6513966454399956,1.3148019432850269
0.4,1.778039847101484,0.6961013004183769,1.1868032569597875
0.5,1.4820957746326764,0.6065315624983637,1.1788462610970234
0.1,1.6785716329302107,0.646465893302645,1.0645920390130155
0.2,1.4499916958449475,0.7170912536544416,1.344192816145793
0.3,1.8578410824596654,0.6124760702652036,1.2070544997294401
0.4,1.6843901361737932,0.806831341769014,1.4058496703177557
0.5,1.9238564539850558,0.724006873992429,1.3470237158119038
0.1,1.4139717533474876,0.6180994099094754,1.0909402982353986
0.2,1.870795807447066,0.6366529800185007,1.3146728333553777
0.3,1.7622298171237054,0.7409575076852265,1.3971044516148068
0.4,2.0313901220049178,0.8573010116815567,1.9907506850514827
0.5,1.6272269241292099,0.5913680053588213,1.0070521666021672
0.1,1.2382271516890753,0.6517118854182107,1.2194137010484978
0.2,1.5782791214372645,0.5352871933175092,1.053663205761007
0.3,1.3995647649655396,0.7069229531562191,1.2733578386634474
0.4,1.5001418249947684,0.5586804140891347,1.0490815884882718
0.5,2.0505113167034077,0.6762173476231961,1.2571728071122963
0.1,1.9332685129983085,0.574266777861686,0.9411935175635985
0.2,1.3485761990698937,0.6610091830817499,1.3650287993664119
0.3,1.8938022335827123,0.6612906803116487,1.129449484534419
0.4,1.609839609691075,0.7797240008200917,1.4522287743789744
0.5,1.9332166165512945,0.6599676513160522,1.023929008809555
0.1,1.4397557803562708,0.7157738414548692,1.4905017275097114
0.2,2.018012642660732,0.7343655111801685,1.2371352422277333
0.3,1.6906199108138396,0.607807640828392,1.08969142280833
0.4,1.7720142262322562,0.597118504345417,1.2944051176850084
0.5,1.7030669716024527,0.8473954724881988,1.5905174545484317
0.1,1.7574879555475145,0.5107601143064953,1.074851866972278
0.2,1.5646890355913683,0.5647334141946917,1.128755154609181
0.3,1.7918380941924463,0.6874908204279641,1.1957841837828644
0.4,2.0223299946103777,0.8068142107554844,1.5264395485532336
0.5,1.635676570616203,0.6668137762565715,1.4551580556276338
0.1,1.7797350997016543,0.7195298842021397,1.3934512149453873
0.2,1.6837596925259435,0.5378205077332667,1.0060864940685044
0.3,1.2682118178327422,0.6283692473195979,1.3069258153552754
0.4,1.7544198036193848,0.6654646588223321,1.3323076353990473
0.5,1.6614720239715985,0.5385684289497601,0.94708421125249
0.1,1.7806038970039004,0.6032673092115493,1.2778491060986805
0.2,1.8616965340210165,0.7922416364327947,1.5069450276281366
0.3,1.8160575632848046,0.7443303824384551,1.3788163719548918
0.4,1.607712251799447,0.7496316230722836,1.6333978782474463
0.5,1.6549939521196382,0.7720650130877865,1.333253258274963
0.1,1.5263173239571708,0.6337410573448453,1.200614738731279
0.2,1.638236539447727,0.6457540673426847,1.433308336028901
0.3,1.4912618585930018,0.5488478689814893,0.8885059898605007
0.4,2.022214787346976,0.7194771936961583,1.4104725920728274
0.5,1.0713295207905706,0.6178515628579475,1.0675235278504942
0.1,1.7575087660834903,0.6801550728934151,1.2492375282426587
0.2,1.466187341329041,0.6293425016866457,1.231140313610759
0.3,1.854836986439438,0.6446578950260791,1.5379287822464645
0.4,1.5499651432037354,0.5781367761748177,1.0982372613133131
0.5,1.5879187494436473,0.6245072405715411,1.1499323130213224
0.1,1.5576741241273426,0.5513235642796471,1.0513704534442652
0.2,2.121260574315261,0.8254851631982443,1.5619083917582754
0.3,1.598356195793298,0.6715713278087163,1.3206977029527285
0.4,2.1548011302948,0.6342386390481677,1.1444854139616447
0.5,1.9337529650322554,0.840752330606169,1.4302499220174696
0.1,1.785049938020252,0.5886388236568088,1.0264929117235755
0.2,1.5688989789442003,0.6000908383572321,1.0320054034092518
0.3,2.051967167762961,0.7228497344415307,1.0740560439354616
0.4,1.7392106907708305,0.5403198418872697,1.127148118801415
0.5,1.5375264349316144,0.6742109472566252,1.1732609879435227
0.1,1.8590220496768044,0.9759700873068401,1.8223145829424972
0.2,2.250497111922732,0.6860192209432273,1.201298258615224
0.3,1.6066976963788613,0.6824235870463639,1.1802219462463226
0.4,1.6470502614974976,0.5932109856179782,0.955106960975432
0.5,1.6082869010700298,0.6655827271714607,1.2852034554904173
0.1,1.9167082877386183,0.6259090389524188,1.2531826864218427
0.2,1.7680573327657165,0.6769214682842619,1.358392167992428
0.3,1.5881989285406939,0.5756577367526818,1.1116174323434345
0.4,1.74239410672869,0.6470814283405032,1.2940624840557575
0.5,1.5089509365705638,0.692292810445177,1.550599352923539
0.1,1.9735266821725028,0.6397065562861306,1.1151617834776906
0.2,1.6291866334439122,0.5088347797617441,0.94578300206805
0.3,1.8509159161213258,0.6582201532020423,1.2437376307887364
0.4,1.798234496797834,0.632373778947762,1.1701168765347185
0.5,1.6036726309850453,0.5746318213741517,1.0654945650385148
